,Số phòng ngủ,Diện tích,Giá/m2
80747,3 phòng,40 m²,120 triệu/m²
80748,10 phòng,75 m²,"73,33 triệu/m²"
80749,6 phòng,55 m²,"272,73 triệu/m²"
80750,5 phòng,51 m²,"53,92 triệu/m²"
80751,3 phòng,25 m²,92 triệu/m²
80752,3 phòng,35 m²,"62,86 triệu/m²"
80753,nhiều hơn 10 phòng,82 m²,"73,17 triệu/m²"
80754,4 phòng,200 m²,100 triệu/m²
80755,3 phòng,34 m²,"85,29 triệu/m²"
80756,4 phòng,54 m²,"62,96 triệu/m²"
80757,3 phòng,43 m²,"97,67 triệu/m²"
80758,4 phòng,62 m²,"129,03 triệu/m²"
80759,4 phòng,45 m²,"104,44 triệu/m²"
80760,5 phòng,61 m²,"91,8 triệu/m²"
80761,nhiều hơn 10 phòng,80 m²,"72,5 triệu/m²"
80762,3 phòng,33 m²,"130,3 triệu/m²"
80763,2 phòng,25 m²,120 triệu/m²
80764,4 phòng,48 m²,"72,92 triệu/m²"
80765,4 phòng,35 m²,"56,57 triệu/m²"
80766,4 phòng,31 m²,"78,06 triệu/m²"
80767,4 phòng,33 m²,"93,94 triệu/m²"
80768,5 phòng,56 m²,"98,21 triệu/m²"
80769,6 phòng,63 m²,"365,08 triệu/m²"
80770,4 phòng,70 m²,"64,29 triệu/m²"
80771,2 phòng,48 m²,26 triệu/m²
80772,3 phòng,34 m²,"114,71 triệu/m²"
80773,4 phòng,72 m²,"305,56 triệu/m²"
80774,4 phòng,35 m²,"95,71 triệu/m²"
80775,2 phòng,30 m²,"83,33 triệu/m²"
80776,5 phòng,42 m²,"102,38 triệu/m²"
80777,4 phòng,48 m²,"166,67 triệu/m²"
80778,5 phòng,32 m²,"134,38 triệu/m²"
80779,4 phòng,56 m²,"67,86 triệu/m²"
80780,4 phòng,42 m²,"76,19 triệu/m²"
80781,5 phòng,50 m²,110 triệu/m²
80782,3 phòng,62 m²,"56,45 triệu/m²"
80783,6 phòng,25 m²,"119,2 triệu/m²"
80784,3 phòng,30 m²,"73,33 triệu/m²"
80785,4 phòng,110 m²,"11,82 triệu/m²"
80786,4 phòng,75 m²,320 triệu/m²
80787,4 phòng,55 m²,"78,18 triệu/m²"
80788,4 phòng,35 m²,"205,71 triệu/m²"
80789,3 phòng,56 m²,"83,04 triệu/m²"
80790,4 phòng,48 m²,"166,67 triệu/m²"
80791,6 phòng,57 m²,"62,28 triệu/m²"
80792,4 phòng,38 m²,"63,95 triệu/m²"
80793,5 phòng,48 m²,"81,25 triệu/m²"
80794,6 phòng,50 m²,80 triệu/m²
80795,4 phòng,45 m²,"58,89 triệu/m²"
80796,3 phòng,30 m²,"103,33 triệu/m²"
80797,3 phòng,33 m²,100 triệu/m²
80798,3 phòng,30 m²,"51,67 triệu/m²"
80799,5 phòng,41 m²,"90,24 triệu/m²"
80800,6 phòng,50 m²,126 triệu/m²
80801,4 phòng,56 m²,"71,43 triệu/m²"
80802,4 phòng,120 m²,16 triệu/m²
80803,3 phòng,32 m²,"102,19 triệu/m²"
80804,4 phòng,35 m²,"82,86 triệu/m²"
80805,4 phòng,42 m²,"90,48 triệu/m²"
80806,3 phòng,50 m²,61 triệu/m²
80807,5 phòng,45 m²,120 triệu/m²
80808,5 phòng,50 m²,128 triệu/m²
80809,4 phòng,40 m²,"60,75 triệu/m²"
80810,5 phòng,50 m²,112 triệu/m²
80811,2 phòng,45 m²,"106,67 triệu/m²"
80812,10 phòng,75 m²,80 triệu/m²
80813,5 phòng,46 m²,"113,04 triệu/m²"
80814,2 phòng,84 m²,"90,48 triệu/m²"
80815,3 phòng,25 m²,98 triệu/m²
80816,5 phòng,50 m²,104 triệu/m²
80817,4 phòng,45 m²,"188,89 triệu/m²"
80818,2 phòng,34 m²,"60,29 triệu/m²"
80819,4 phòng,50 m²,470 triệu/m²
80820,3 phòng,35 m²,"88,57 triệu/m²"
80821,3 phòng,50 m²,260 triệu/m²
80822,4 phòng,52 m²,"103,85 triệu/m²"
80823,3 phòng,38 m²,"55,26 triệu/m²"
80824,4 phòng,35 m²,100 triệu/m²
80825,3 phòng,40 m²,70 triệu/m²
80826,3 phòng,36 m²,"86,11 triệu/m²"
80827,3 phòng,24 m²,100 triệu/m²
80828,3 phòng,30 m²,"93,33 triệu/m²"
80829,3 phòng,27 m²,"83,33 triệu/m²"
80830,2 phòng,34 m²,"85,29 triệu/m²"
80831,3 phòng,36 m²,"102,78 triệu/m²"
80832,3 phòng,50 m²,56 triệu/m²
80833,4 phòng,40 m²,110 triệu/m²
80834,3 phòng,40 m²,120 triệu/m²
80835,3 phòng,52 m²,"71,15 triệu/m²"
80836,4 phòng,45 m²,"187,78 triệu/m²"
80837,4 phòng,65 m²,100 triệu/m²
80838,4 phòng,41 m²,"56,1 triệu/m²"
80839,4 phòng,40 m²,"81,25 triệu/m²"
80840,3 phòng,42 m²,"83,33 triệu/m²"
80841,2 phòng,30 m²,"91,67 triệu/m²"
80842,3 phòng,36 m²,"110,56 triệu/m²"
80843,5 phòng,71 m²,"135,21 triệu/m²"
80844,4 phòng,70 m²,"53,57 triệu/m²"
80845,4 phòng,35 m²,"68,57 triệu/m²"
80846,3 phòng,30 m²,130 triệu/m²
80847,3 phòng,52 m²,"54,81 triệu/m²"
80848,4 phòng,31 m²,"96,77 triệu/m²"
80849,6 phòng,60 m²,"93,33 triệu/m²"
80850,4 phòng,37 m²,"91,89 triệu/m²"
80851,7 phòng,32 m²,"96,88 triệu/m²"
80852,3 phòng,66 m²,"86,36 triệu/m²"
80853,4 phòng,38 m²,"60,53 triệu/m²"
80854,4 phòng,70 m²,"115,71 triệu/m²"
80855,3 phòng,45 m²,"71,11 triệu/m²"
80856,6 phòng,40 m²,"92,5 triệu/m²"
80857,3 phòng,31 m²,"45,16 triệu/m²"
80858,4 phòng,78 m²,"366,67 triệu/m²"
80859,5 phòng,52 m²,"86,54 triệu/m²"
80860,4 phòng,65 m²,"107,69 triệu/m²"
80861,3 phòng,40 m²,110 triệu/m²
80862,4 phòng,65 m²,"64,62 triệu/m²"
80863,2 phòng,28 m²,"71,07 triệu/m²"
80864,8 phòng,45 m²,"111,11 triệu/m²"
80865,4 phòng,50 m²,"115,2 triệu/m²"
80866,4 phòng,46 m²,"278,26 triệu/m²"
80867,4 phòng,62 m²,"77,42 triệu/m²"
80868,5 phòng,76 m²,"201,32 triệu/m²"
80869,3 phòng,35 m²,"95,71 triệu/m²"
80870,4 phòng,61 m²,"68,85 triệu/m²"
80871,3 phòng,36 m²,"86,11 triệu/m²"
80872,5 phòng,40 m²,80 triệu/m²
80873,4 phòng,52 m²,"119,23 triệu/m²"
80874,2 phòng,25 m²,90 triệu/m²
80875,10 phòng,158 m²,"139,24 triệu/m²"
80876,4 phòng,28 m²,"96,43 triệu/m²"
80877,5 phòng,52 m²,"169,23 triệu/m²"
80878,3 phòng,32 m²,"103,13 triệu/m²"
80879,3 phòng,25 m²,94 triệu/m²
80880,3 phòng,45 m²,"97,78 triệu/m²"
80881,1 phòng,34 m²,"67,65 triệu/m²"
80882,5 phòng,50 m²,104 triệu/m²
80883,4 phòng,120 m²,"108,33 triệu/m²"
80884,4 phòng,18 m²,"94,44 triệu/m²"
80885,3 phòng,45 m²,"77,78 triệu/m²"
80886,4 phòng,30 m²,"86,67 triệu/m²"
80887,4 phòng,65 m²,"54,62 triệu/m²"
80888,2 phòng,25 m²,72 triệu/m²
80889,3 phòng,50 m²,90 triệu/m²
80890,3 phòng,50 m²,126 triệu/m²
80891,3 phòng,35 m²,"88,57 triệu/m²"
80892,2 phòng,32 m²,"55,63 triệu/m²"
80893,4 phòng,46 m²,"66,3 triệu/m²"
80894,2 phòng,60 m²,60 triệu/m²
80895,4 phòng,70 m²,"55,71 triệu/m²"
80896,4 phòng,32 m²,"81,25 triệu/m²"
80897,5 phòng,40 m²,115 triệu/m²
80898,5 phòng,54 m²,"101,85 triệu/m²"
80899,4 phòng,39 m²,"88,46 triệu/m²"
80900,4 phòng,48 m²,"62,5 triệu/m²"
80901,3 phòng,47 m²,"74,47 triệu/m²"
80902,3 phòng,35 m²,"188,57 triệu/m²"
80903,3 phòng,30 m²,"93,33 triệu/m²"
80904,6 phòng,45 m²,"333,33 triệu/m²"
80905,3 phòng,33 m²,"87,88 triệu/m²"
80906,3 phòng,30 m²,"91,67 triệu/m²"
80907,2 phòng,882 m²,28.344 đ/m²
80908,4 phòng,50 m²,136 triệu/m²
80909,4 phòng,42 m²,"73,81 triệu/m²"
80910,4 phòng,58 m²,"81,03 triệu/m²"
80911,6 phòng,40 m²,"72,5 triệu/m²"
80912,4 phòng,40 m²,"187,5 triệu/m²"
80913,6 phòng,33 m²,"75,76 triệu/m²"
80914,4 phòng,38 m²,"76,32 triệu/m²"
80915,6 phòng,68 m²,"55,15 triệu/m²"
80916,6 phòng,40 m²,75 triệu/m²
80917,2 phòng,30 m²,"36,67 triệu/m²"
80918,4 phòng,58 m²,"153,45 triệu/m²"
80919,3 phòng,30 m²,"91,67 triệu/m²"
80920,2 phòng,35 m²,60 triệu/m²
80921,5 phòng,32 m²,"115,63 triệu/m²"
80922,10 phòng,60 m²,"233,33 triệu/m²"
80923,5 phòng,30 m²,"63,33 triệu/m²"
80924,3 phòng,25 m²,80 triệu/m²
80925,2 phòng,45 m²,"111,11 triệu/m²"
80926,4 phòng,36 m²,200.000 đ/m²
80927,1 phòng,20 m²,75 triệu/m²
80928,2 phòng,28 m²,"80,36 triệu/m²"
80929,5 phòng,37 m²,"85,14 triệu/m²"
80930,6 phòng,40 m²,"92,5 triệu/m²"
80931,3 phòng,31 m²,"117,74 triệu/m²"
80932,3 phòng,32 m²,"101,56 triệu/m²"
80933,6 phòng,52 m²,"148,08 triệu/m²"
80934,4 phòng,90 m²,"1,23 triệu/m²"
80935,6 phòng,40 m²,"103,75 triệu/m²"
80936,4 phòng,44 m²,"82,95 triệu/m²"
80937,4 phòng,33 m²,"81,82 triệu/m²"
80938,4 phòng,32 m²,"121,88 triệu/m²"
80939,3 phòng,30 m²,"73,33 triệu/m²"
80940,4 phòng,38 m²,"104,74 triệu/m²"
80941,3 phòng,31 m²,"59,68 triệu/m²"
80942,2 phòng,20 m²,"41,5 triệu/m²"
80943,6 phòng,38 m²,"82,89 triệu/m²"
80944,5 phòng,74 m²,"70,27 triệu/m²"
80945,4 phòng,36 m²,"152,78 triệu/m²"
80946,4 phòng,60 m²,"110,83 triệu/m²"
80947,2 phòng,31 m²,"58,06 triệu/m²"
80948,2 phòng,24 m²,"62,5 triệu/m²"
80949,6 phòng,60 m²,80 triệu/m²
80950,3 phòng,40 m²,60 triệu/m²
80951,3 phòng,35 m²,"78,57 triệu/m²"
80952,5 phòng,40 m²,"102,5 triệu/m²"
80953,3 phòng,20 m²,"77,5 triệu/m²"
80954,4 phòng,80 m²,"72,5 triệu/m²"
80955,3 phòng,30 m²,"103,33 triệu/m²"
80956,4 phòng,47 m²,"89,36 triệu/m²"
80957,4 phòng,82 m²,"106,1 triệu/m²"
80958,4 phòng,32 m²,100 triệu/m²
80959,6 phòng,65 m²,92.307 đ/m²
80960,5 phòng,45 m²,"97,78 triệu/m²"
80961,3 phòng,43 m²,"79,07 triệu/m²"
80962,3 phòng,32 m²,"112,5 triệu/m²"
80963,3 phòng,30 m²,85.000 đ/m²
80964,5 phòng,40 m²,"102,5 triệu/m²"
80965,4 phòng,35 m²,"91,43 triệu/m²"
80966,4 phòng,31 m²,"79,03 triệu/m²"
80967,4 phòng,44 m²,"77,27 triệu/m²"
80968,4 phòng,46 m²,"67,39 triệu/m²"
80969,3 phòng,20 m²,117 triệu/m²
80970,2 phòng,46 m²,"69,57 triệu/m²"
80971,3 phòng,37 m²,"108,11 triệu/m²"
80972,5 phòng,45 m²,"111,11 triệu/m²"
80973,6 phòng,34 m²,"102,94 triệu/m²"
80974,4 phòng,40 m²,"82,5 triệu/m²"
80975,3 phòng,30 m²,893.333 đ/m²
80976,4 phòng,30 m²,"67,17 triệu/m²"
80977,4 phòng,36 m²,"73,61 triệu/m²"
80978,4 phòng,25 m²,140 triệu/m²
80979,2 phòng,22 m²,"68,18 triệu/m²"
80980,6 phòng,38 m²,"78,95 triệu/m²"
80981,3 phòng,33 m²,"136,36 triệu/m²"
80982,3 phòng,40 m²,"77,5 triệu/m²"
80983,4 phòng,50 m²,90 triệu/m²
80984,3 phòng,25 m²,64 triệu/m²
80985,6 phòng,62 m²,"93,55 triệu/m²"
80986,4 phòng,39 m²,"76,92 triệu/m²"
80987,3 phòng,32 m²,"71,88 triệu/m²"
80988,5 phòng,37 m²,"91,89 triệu/m²"
80989,4 phòng,400 m²,65.000 đ/m²
80990,4 phòng,40 m²,"187,5 triệu/m²"
80991,2 phòng,35 m²,"42,86 triệu/m²"
80992,5 phòng,35 m²,"85,71 triệu/m²"
80993,4 phòng,60 m²,"176,67 triệu/m²"
80994,4 phòng,50 m²,59 triệu/m²
80995,3 phòng,38 m²,"68,42 triệu/m²"
80996,2 phòng,32 m²,25 triệu/m²
80997,3 phòng,32 m²,"57,81 triệu/m²"
80998,7 phòng,41 m²,"97,56 triệu/m²"
80999,3 phòng,31 m²,"58,71 triệu/m²"
81000,3 phòng,36 m²,"86,11 triệu/m²"
81001,2 phòng,34 m²,"82,35 triệu/m²"
81002,4 phòng,45 m²,"104,44 triệu/m²"
81003,3 phòng,40 m²,"34,5 triệu/m²"
81004,4 phòng,39 m²,"102,05 triệu/m²"
81005,3 phòng,35 m²,"82,29 triệu/m²"
81006,5 phòng,50 m²,94 triệu/m²
81007,4 phòng,39 m²,"76,59 triệu/m²"
81008,4 phòng,46 m²,"147,83 triệu/m²"
81009,nhiều hơn 10 phòng,66 m²,"187,88 triệu/m²"
81010,3 phòng,30 m²,"123,33 triệu/m²"
81011,3 phòng,30 m²,"101,67 triệu/m²"
81012,3 phòng,38 m²,"68,42 triệu/m²"
81013,4 phòng,50 m²,70 triệu/m²
81014,4 phòng,64 m²,"64,06 triệu/m²"
81015,4 phòng,42 m²,"83,33 triệu/m²"
81016,nhiều hơn 10 phòng,60 m²,"136,67 triệu/m²"
81017,3 phòng,28 m²,"96,43 triệu/m²"
81018,6 phòng,36 m²,"180,56 triệu/m²"
81019,3 phòng,37 m²,"85,14 triệu/m²"
81020,4 phòng,50 m²,100 triệu/m²
81021,4 phòng,50 m²,78 triệu/m²
81022,5 phòng,40 m²,"72,5 triệu/m²"
81023,4 phòng,50 m²,88 triệu/m²
81024,4 phòng,45 m²,"93,33 triệu/m²"
81025,4 phòng,40 m²,150 triệu/m²
81026,4 phòng,45 m²,"91,11 triệu/m²"
81027,4 phòng,42 m²,"71,43 triệu/m²"
81028,2 phòng,102 m²,"88,24 triệu/m²"
81029,6 phòng,171 m²,99.415 đ/m²
81030,3 phòng,74 m²,"45,95 triệu/m²"
81031,6 phòng,45 m²,"117,78 triệu/m²"
81032,3 phòng,42 m²,"58,33 triệu/m²"
81033,3 phòng,61 m²,"55,73 triệu/m²"
81034,5 phòng,33 m²,"148,48 triệu/m²"
81035,2 phòng,47 m²,"100,43 triệu/m²"
81036,3 phòng,40 m²,"92,5 triệu/m²"
81037,4 phòng,30 m²,"81,67 triệu/m²"
81038,5 phòng,40 m²,"83,75 triệu/m²"
81039,6 phòng,60 m²,"208,33 triệu/m²"
81040,3 phòng,52 m²,"188,46 triệu/m²"
81041,5 phòng,55 m²,"118,18 triệu/m²"
81042,3 phòng,70 m²,50 triệu/m²
81043,4 phòng,55 m²,"145,45 triệu/m²"
81044,3 phòng,72 m²,75 triệu/m²
81045,3 phòng,32 m²,"114,06 triệu/m²"
81046,3 phòng,35 m²,"78,57 triệu/m²"
81047,4 phòng,44 m²,"156,82 triệu/m²"
81048,2 phòng,24 m²,"79,17 triệu/m²"
81049,4 phòng,33 m²,"80,3 triệu/m²"
81050,2 phòng,56 m²,"16,96 triệu/m²"
81051,4 phòng,36 m²,"184,72 triệu/m²"
81052,6 phòng,56 m²,"98,21 triệu/m²"
81053,4 phòng,62 m²,"72,58 triệu/m²"
81054,5 phòng,52 m²,"92,31 triệu/m²"
81055,6 phòng,59 m²,"55,93 triệu/m²"
81056,5 phòng,90 m²,"53,33 triệu/m²"
81057,4 phòng,55 m²,"81,82 triệu/m²"
81058,4 phòng,56 m²,"80,36 triệu/m²"
81059,3 phòng,70 m²,"92,86 triệu/m²"
81060,3 phòng,37 m²,"97,3 triệu/m²"
81061,4 phòng,51 m²,"49,02 triệu/m²"
81062,2 phòng,26 m²,"78,85 triệu/m²"
81063,5 phòng,60 m²,"241,67 triệu/m²"
81064,2 phòng,86 m²,"33,14 triệu/m²"
81065,4 phòng,50 m²,50 triệu/m²
81066,3 phòng,56 m²,"258,93 triệu/m²"
81067,3 phòng,30 m²,"98,33 triệu/m²"
81068,2 phòng,35 m²,"48,57 triệu/m²"
81069,3 phòng,38 m²,"88,16 triệu/m²"
81070,3 phòng,22 m²,"90,91 triệu/m²"
81071,3 phòng,35 m²,"97,14 triệu/m²"
81072,2 phòng,55 m²,60 triệu/m²
81073,4 phòng,44 m²,"72,73 triệu/m²"
81074,3 phòng,50 m²,68 triệu/m²
81075,3 phòng,43 m²,"139,53 triệu/m²"
81076,4 phòng,45 m²,"57,78 triệu/m²"
81077,2 phòng,90 m²,"19,99 triệu/m²"
81078,4 phòng,40 m²,"2,13 triệu/m²"
81079,6 phòng,38 m²,"144,74 triệu/m²"
81080,4 phòng,50 m²,95 triệu/m²
81081,4 phòng,50 m²,83 triệu/m²
81082,4 phòng,40 m²,120 triệu/m²
81083,6 phòng,68 m²,"141,18 triệu/m²"
81084,3 phòng,40 m²,"99,5 triệu/m²"
81085,4 phòng,45 m²,"187,78 triệu/m²"
81086,4 phòng,35 m²,"67,14 triệu/m²"
81087,6 phòng,120 m²,"258,25 triệu/m²"
81088,3 phòng,35 m²,"71,43 triệu/m²"
81089,5 phòng,50 m²,130 triệu/m²
81090,4 phòng,57 m²,"70,18 triệu/m²"
81091,5 phòng,127 m²,"118,11 triệu/m²"
81092,4 phòng,45 m²,"126,67 triệu/m²"
81093,4 phòng,38 m²,"92,11 triệu/m²"
81094,6 phòng,45 m²,"157,78 triệu/m²"
81095,6 phòng,59 m²,"149,15 triệu/m²"
81096,nhiều hơn 10 phòng,90 m²,"87,78 triệu/m²"
81097,4 phòng,38 m²,"56,58 triệu/m²"
81098,3 phòng,28 m²,80.357 đ/m²
81099,4 phòng,45 m²,"117,78 triệu/m²"
81100,6 phòng,48 m²,"83,33 triệu/m²"
81101,1 phòng,115 m²,"42,17 triệu/m²"
81102,3 phòng,30 m²,"73,33 triệu/m²"
81103,3 phòng,30 m²,75 triệu/m²
81104,3 phòng,54 m²,"37,04 triệu/m²"
81105,2 phòng,35 m²,100 triệu/m²
81106,4 phòng,40 m²,"88,75 triệu/m²"
81107,4 phòng,40 m²,"112,5 triệu/m²"
81108,2 phòng,31 m²,"96,77 triệu/m²"
81109,4 phòng,45 m²,"144,44 triệu/m²"
81110,5 phòng,48 m²,"93,75 triệu/m²"
81111,3 phòng,31 m²,"102,58 triệu/m²"
81112,6 phòng,56 m²,"223,21 triệu/m²"
81113,4 phòng,36 m²,"86,11 triệu/m²"
81114,4 phòng,92 m²,100 triệu/m²
81115,3 phòng,54 m²,"37,04 triệu/m²"
81116,4 phòng,40 m²,"87,5 triệu/m²"
81117,2 phòng,17 m²,"108,82 triệu/m²"
81118,5 phòng,50 m²,102 triệu/m²
81119,5 phòng,36 m²,"130,56 triệu/m²"
81120,2 phòng,38 m²,"36,84 triệu/m²"
81121,4 phòng,32 m²,"115,63 triệu/m²"
81122,4 phòng,35 m²,90 triệu/m²
81123,3 phòng,31 m²,"79,03 triệu/m²"
81124,5 phòng,46 m²,"86,96 triệu/m²"
81125,4 phòng,59 m²,"62,71 triệu/m²"
81126,3 phòng,35 m²,90.000 đ/m²
81127,4 phòng,45 m²,"13,11 triệu/m²"
81128,4 phòng,40 m²,100 triệu/m²
81129,4 phòng,30 m²,"113,33 triệu/m²"
81130,3 phòng,56 m²,"31,95 triệu/m²"
81131,3 phòng,40 m²,"99,25 triệu/m²"
81132,4 phòng,35 m²,"131,43 triệu/m²"
81133,5 phòng,50 m²,112 triệu/m²
81134,4 phòng,35 m²,"78,57 triệu/m²"
81135,5 phòng,46 m²,"108,7 triệu/m²"
81136,3 phòng,30 m²,"61,67 triệu/m²"
81137,3 phòng,36 m²,"88,89 triệu/m²"
81138,3 phòng,40 m²,100 triệu/m²
81139,6 phòng,35 m²,"94,29 triệu/m²"
81140,1 phòng,58 m²,"87,93 triệu/m²"
81141,5 phòng,55 m²,"138,18 triệu/m²"
81142,3 phòng,37 m²,"106,76 triệu/m²"
81143,4 phòng,40 m²,540 triệu/m²
81144,3 phòng,48 m²,"73,96 triệu/m²"
81145,6 phòng,37 m²,100 triệu/m²
81146,4 phòng,38 m²,"121,05 triệu/m²"
81147,4 phòng,69 m²,"120,29 triệu/m²"
81148,3 phòng,40 m²,"99,75 triệu/m²"
81149,4 phòng,32 m²,"62,5 triệu/m²"
81150,3 phòng,37 m²,"62,16 triệu/m²"
81151,8 phòng,40 m²,"187,5 triệu/m²"
81152,4 phòng,42 m²,"130,95 triệu/m²"
81153,2 phòng,30 m²,"101,67 triệu/m²"
81154,10 phòng,85 m²,"465,88 triệu/m²"
81155,5 phòng,175 m²,"85,71 triệu/m²"
81156,6 phòng,60 m²,"58,33 triệu/m²"
81157,5 phòng,38 m²,"102,63 triệu/m²"
81158,4 phòng,40 m²,"133,75 triệu/m²"
81159,3 phòng,39 m²,100 triệu/m²
81160,nhiều hơn 10 phòng,55 m²,"134,55 triệu/m²"
81161,4 phòng,31 m²,"74,19 triệu/m²"
81162,4 phòng,125 m²,"166,4 triệu/m²"
81163,3 phòng,38 m²,"92,11 triệu/m²"
81164,4 phòng,100 m²,72 triệu/m²
81165,5 phòng,60 m²,"83,33 triệu/m²"
81166,4 phòng,110 m²,"95,45 triệu/m²"
81167,4 phòng,100 m²,71.000 đ/m²
81168,2 phòng,63 m²,"158,73 triệu/m²"
81169,4 phòng,70 m²,"85,71 triệu/m²"
81170,4 phòng,60 m²,"80,83 triệu/m²"
81171,3 phòng,31 m²,"88,71 triệu/m²"
81172,9 phòng,38 m²,"105,26 triệu/m²"
81173,4 phòng,43 m²,"76,74 triệu/m²"
81174,3 phòng,34 m²,"78,82 triệu/m²"
81175,3 phòng,100 m²,72 triệu/m²
81176,3 phòng,30 m²,"78,33 triệu/m²"
81177,4 phòng,42 m²,"85,71 triệu/m²"
81178,3 phòng,32 m²,"187,5 triệu/m²"
81179,3 phòng,35 m²,"61,14 triệu/m²"
81180,3 phòng,30 m²,"83,33 triệu/m²"
81181,2 phòng,100 m²,47 triệu/m²
81182,3 phòng,40 m²,"87,5 triệu/m²"
81183,2 phòng,15 m²,"73,33 triệu/m²"
81184,4 phòng,40 m²,"72,5 triệu/m²"
81185,3 phòng,30 m²,"65,67 triệu/m²"
81186,2 phòng,32 m²,25 triệu/m²
81187,4 phòng,50 m²,74 triệu/m²
81188,3 phòng,33 m²,"103,03 triệu/m²"
81189,4 phòng,50 m²,59 triệu/m²
81190,3 phòng,35 m²,"74,29 triệu/m²"
81191,4 phòng,30 m²,"83,33 triệu/m²"
81192,3 phòng,45 m²,"74,07 triệu/m²"
81193,2 phòng,30 m²,"63,33 triệu/m²"
81194,3 phòng,62 m²,"72,58 triệu/m²"
81195,6 phòng,75 m²,"233,33 triệu/m²"
81196,6 phòng,50 m²,59 triệu/m²
81197,6 phòng,126 m²,"246,03 triệu/m²"
81198,4 phòng,51 m²,81.372 đ/m²
81199,6 phòng,53 m²,"90,57 triệu/m²"
81200,4 phòng,30 m²,"101,67 triệu/m²"
81201,3 phòng,43 m²,"106,98 triệu/m²"
81202,3 phòng,52 m²,"71,15 triệu/m²"
81203,3 phòng,31 m²,"69,35 triệu/m²"
81204,3 phòng,25 m²,88 triệu/m²
81205,6 phòng,40 m²,80 triệu/m²
81206,5 phòng,48 m²,"164,58 triệu/m²"
81207,1 phòng,30 m²,115 triệu/m²
81208,3 phòng,32 m²,"56,25 triệu/m²"
81209,4 phòng,45 m²,"64,44 triệu/m²"
81210,3 phòng,48 m²,102.083 đ/m²
81211,4 phòng,35 m²,"74,29 triệu/m²"
81212,4 phòng,33 m²,"63,64 triệu/m²"
81213,4 phòng,38 m²,"113,16 triệu/m²"
81214,5 phòng,60 m²,145 triệu/m²
81215,3 phòng,35 m²,"108,57 triệu/m²"
81216,4 phòng,53 m²,"181,13 triệu/m²"
81217,5 phòng,50 m²,130 triệu/m²
81218,4 phòng,35 m²,"74,29 triệu/m²"
81219,4 phòng,48 m²,"153,13 triệu/m²"
81220,2 phòng,77 m²,"71,43 triệu/m²"
81221,4 phòng,46 m²,"54,35 triệu/m²"
81222,3 phòng,26 m²,50 triệu/m²
81223,4 phòng,65 m²,"76,92 triệu/m²"
81224,1 phòng,24 m²,"47,29 triệu/m²"
81225,4 phòng,38 m²,"73,68 triệu/m²"
81226,3 phòng,36 m²,"80,56 triệu/m²"
81227,3 phòng,35 m²,"124,29 triệu/m²"
81228,2 phòng,33 m²,"56,06 triệu/m²"
81229,5 phòng,40 m²,"97,5 triệu/m²"
81230,4 phòng,30 m²,"83,33 triệu/m²"
81231,4 phòng,55 m²,"141,82 triệu/m²"
81232,5 phòng,63 m²,"108,73 triệu/m²"
81233,3 phòng,34 m²,"50,59 triệu/m²"
81234,3 phòng,32 m²,"43,75 triệu/m²"
81235,5 phòng,55 m²,"109,09 triệu/m²"
81236,3 phòng,48 m²,"72,92 triệu/m²"
81237,4 phòng,35 m²,"137,14 triệu/m²"
81238,5 phòng,75 m²,"122,67 triệu/m²"
81239,2 phòng,75 m²,"70,67 triệu/m²"
81240,4 phòng,45 m²,"163,33 triệu/m²"
81241,1 phòng,70 m²,"71,43 triệu/m²"
81242,3 phòng,43 m²,"76,74 triệu/m²"
81243,4 phòng,100 m²,72 triệu/m²
81244,3 phòng,62 m²,"220,97 triệu/m²"
81245,4 phòng,45 m²,"422,22 triệu/m²"
81246,5 phòng,38 m²,"102,63 triệu/m²"
81247,4 phòng,63 m²,"99,21 triệu/m²"
81248,3 phòng,48 m²,"74,38 triệu/m²"
81249,2 phòng,32 m²,75 triệu/m²
81250,4 phòng,46 m²,"123,91 triệu/m²"
81251,8 phòng,60 m²,"558,33 triệu/m²"
81252,5 phòng,40 m²,175 triệu/m²
81253,5 phòng,75 m²,"290,67 triệu/m²"
81254,2 phòng,24 m²,"62,5 triệu/m²"
81255,3 phòng,32 m²,100 triệu/m²
81256,7 phòng,41 m²,100 triệu/m²
81257,4 phòng,43 m²,"78,84 triệu/m²"
81258,3 phòng,40 m²,"99,5 triệu/m²"
81259,2 phòng,30 m²,70 triệu/m²
81260,3 phòng,40 m²,"99,5 triệu/m²"
81261,6 phòng,60 m²,"63,33 triệu/m²"
81262,5 phòng,72 m²,"95,83 triệu/m²"
81263,1 phòng,22 m²,"109,09 triệu/m²"
81264,4 phòng,30 m²,"81,67 triệu/m²"
81265,3 phòng,46 m²,"119,57 triệu/m²"
81266,6 phòng,30 m²,400 triệu/m²
81267,4 phòng,32 m²,100 triệu/m²
81268,4 phòng,40 m²,"167,5 triệu/m²"
81269,4 phòng,34 m²,100 triệu/m²
81270,3 phòng,48 m²,125 triệu/m²
81271,3 phòng,30 m²,"126,67 triệu/m²"
81272,3 phòng,33 m²,"24,24 triệu/m²"
81273,4 phòng,55 m²,"136,36 triệu/m²"
81274,4 phòng,45 m²,"126,67 triệu/m²"
81275,4 phòng,36 m²,"83,33 triệu/m²"
81276,4 phòng,44 m²,"79,55 triệu/m²"
81277,6 phòng,41 m²,"73,17 triệu/m²"
81278,4 phòng,65 m²,"133,85 triệu/m²"
